years,patent_number,uspc_subclass_id,assignee_organization,assignee_type,assignee_id,assignee_country,assignee_state,assignee_key_id,num_inventors,specialization
1980,4237077,123/588,Texas Instruments Incorporated,2,org_wc04cUrRKOIlCxgRGBRE,US,TX,400769,1.0,123/588
1980,4237078,123/588,Schmelzer Corporation,2,org_WLA8Bw7BBzpLqnogRIIl,US,MI,405226,1.0,123/588
1980,4237742,123/350,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/335
1980,4237826,123/25R,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,6.0,180/84
1980,4237827,123/262,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,1.0,180/90
1980,4237828,123/262,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,2.0,180/228
1980,4237829,123/695,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,3.0,180/90
1980,4237830,123/493,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/69.21
1980,4237831,123/51.BA,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JP,,384280,6.0,180/268
1980,4237832,123/58.8,Bayerische Motoren Werke Aktiengesellschaft,3,org_LkwL3nRf2OtJlSOE3O5w,DE,,243319,2.0,180/286
1980,4237833,123/320,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/69.21
1980,4237835,123/406.59,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,3.0,180/335
1980,4237836,123/472,Kabushiki Kaisha Toyota Chuo Kenyusho,3,org_Y9vS9skxmaRhWVwzYv6K,JP,,429233,3.0,123/472
1980,4237837,123/568.18,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/84
1980,4237838,123/339.17,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JP,,316278,4.0,123/656
1980,4237839,123/695,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JP,,384280,2.0,180/268
1980,4237842,123/585,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1980,4237843,123/145A,Lucas Industries public limited company,3,org_gyjgTFSEfemBKT0a88L9,GB,,175705,4.0,123/90.5
1980,4237844,123/406.59,TRW Inc.,2,org_EhZVPc8dlla4vdxwVf27,US,OH,138521,1.0,180/441
1980,4237845,123/271,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/84
1980,4237846,123/193.6,Mahler GmbH,3,org_TnQVJCEurRFxkx2ofxSl,DE,,362077,1.0,123/193.6
1980,4237847,123/195R,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,3.0,123/563
1980,4237850,123/557,Nationwide Carriers Incorporated,2,org_YJXmCPpxFCVD9G9GrYzx,US,MN,433991,2.0,123/557
1980,4237926,123/198.DB,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1980,4237997,123/335,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,2.0,180/68.1
1980,4238697,123/478,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/428
1980,4238813,123/490,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,2.0,180/428
1980,4238926,123/1A,The Secretary of State for Defence in her Britannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland,7,org_TmQNq54Etx3Ug6vcumNd,GB,,361606,2.0,123/1A
1980,4239022,123/491,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,7.0,180/335
1980,4239023,123/275,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,1.0,180/291
1980,4239024,123/406.14,Regie Nationale des Usines Renault,3,org_EQiAowmpAcw5pli4YOGe,FR,,142485,1.0,180/426
1980,4239025,123/366,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/335
1980,4239026,123/196R,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DE,,337800,2.0,123/572
1980,4239028,123/389,"NTN Toyo Bearing Co., Ltd.",3,org_vMMxuOsfYmRuKJQuZ52r,JP,,391050,3.0,123/463
1980,4240145,123/585,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1980,4240381,123/26,Purification Sciences Inc.,2,org_sgZawOm3lHDFRPKmVaXf,US,NY,344183,1.0,123/68
1980,4240382,123/485,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/428
1980,4240383,123/492,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,4.0,180/335
1980,4240384,123/470,Centro Ricerche Fiat S.p.A.,3,org_wDVoacdlMEJVs9aW9vIn,IT,,401685,2.0,123/518
1980,4240385,123/470,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,1.0,180/335
1980,4240387,123/184.45,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,4.0,180/84
1980,4240388,123/406.35,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JP,,316278,5.0,123/656
1980,4240389,123/492,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/84
1980,4240390,123/480,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/84
1980,4240391,123/454,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,4.0,180/90
1980,4240392,123/145A,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,3.0,180/90
1980,4240393,123/188.9,"Rosan, Inc.",2,org_w3K7HDAPx3pK78jPqHme,US,CA,398243,1.0,123/188.9
1980,4240395,123/445,Ford Motor Company,2,org_gS22ceEtcC9jIcM5JgE5,US,MI,172641,2.0,180/291
1980,4241702,123/41.7,Komatsu Ltd.,3,org_yKkSwBfk6Vaz2rojVdyC,JP,,434264,4.0,123/41.7
1980,4241704,123/432,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/84
1980,4241705,123/78B,"Teledyne Industries, Inc.",2,org_WIXKJr0AHyR6FhL5oJN7,US,CA,404164,3.0,123/78B
1980,4241706,123/90.3,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/90
1980,4241707,123/90.55,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,DE,,329040,2.0,180/401
1980,4241708,123/406.66,"Motorola, Inc.",2,org_NKsxikGVm2cvWxVCf6ze,US,IL,272459,1.0,123/618
1980,4241709,123/406.7,Dr. Ing. h.c. F. Porsche Aktiengesellschaft,3,org_1D9WTW1a6lIzRduU54Cc,DE,,9256,2.0,180/380
1980,4241710,123/680,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,2.0,180/428
1980,4241711,123/559.1,Schmelzer Corporation,2,org_WLA8Bw7BBzpLqnogRIIl,US,MI,405226,1.0,123/588
1980,4241712,123/432,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/228
1980,4241714,123/499,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/69.21
1980,4241873,123/588,Aisin Seiki Kabushiki Kaisha,3,org_9QlCaiSeR9ZvNlCR5MBR,JP,,71419,1.0,180/179
1980,4242564,123/142.5E,Budd Canada Inc.,3,org_CYwqGPYtgHmJUHCtVn8o,CA,,117222,1.0,123/142.5E
1980,4242728,123/480,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/428
1980,4242729,123/492,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,2.0,180/428
1981,4242878,123/41.2,"Split Cycle Energy Systems, Inc.",2,org_wOfraQRoGy6qwZaZp99U,US,UT,406722,1.0,123/41.2
1981,4242948,123/193.6,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,2.0,123/41.84
1981,4242990,123/263,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/338
1981,4242991,123/326,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/338
1981,4242992,123/491,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1981,4242993,123/59.7,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/428
1981,4242994,123/339.23,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/41
1981,4242995,123/406.23,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/338
1981,4242996,123/406.67,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DE,,414202,1.0,180/274
1981,4242997,123/568.29,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,6.0,180/428
1981,4242998,123/568.32,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,3.0,180/55
1981,4243000,123/442,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/282
1981,4243001,123/583,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/282
1981,4243002,123/325,Audi Nsu Auto Union Aktiengesellschaft,3,org_PkasPZOnIqullkKHw8WD,DT,,301611,3.0,123/325
1981,4243003,123/442,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,1.0,180/338
1981,4243004,123/367,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,4.0,180/338
1981,4243005,123/638,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,1.0,180/90
1981,4243007,123/406.21,Shell Oil Company,2,org_6gHJfJV93Dezio9tmuAU,US,TX,46811,2.0,123/406.21
1981,4243008,123/406.37,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JP,,316278,6.0,180/287
1981,4243009,123/435,Brunswick Corporation,2,org_Qisnoh9gSGz4u6vc2sY2,US,IL,315672,1.0,123/435
1981,4244023,123/406.65,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/41
1981,4244188,123/3,Williams Research Corporation,2,org_KSlJlwlkoebFdYKvBeoY,US,MI,232065,1.0,123/3
1981,4244330,123/41.84,"Cummins Engine Company, Inc.",2,org_awogNg609WYKBbax3pN5,US,IN,86756,4.0,123/41.84
1981,4244333,123/432,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/282
1981,4244334,123/325,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,1.0,180/338
1981,4244336,123/406.57,Brunswick Corporation,2,org_Qisnoh9gSGz4u6vc2sY2,US,IL,315672,1.0,123/435
1981,4244337,123/603,"Nippondenso Co., Ltd.",3,org_Qk7ZY773gg0j4nmTULIb,JP,,316278,1.0,180/287
1981,4244339,123/406.44,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,1.0,180/338
1981,4244340,123/688,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,6.0,180/338
1981,4244341,123/449,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JP,,384280,3.0,180/179
1981,4244342,123/501,Lucas Industries public limited company,3,org_gyjgTFSEfemBKT0a88L9,GB,,175705,1.0,180/291
1981,4244343,123/556,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,3.0,180/428
1981,4244344,123/650,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,4.0,180/338
1981,4244438,123/198E,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DE,,414202,1.0,180/274
1981,4245312,123/486,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/41
1981,4245314,123/453,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,3.0,180/41
1981,4245315,123/479,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,3.0,180/41
1981,4245317,123/491,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/41
1976,3930547,180/182,Monroe Auto Equipment Company,2,org_SYcnyWaFzGa0JI9AgdeV,US,MI,352450,1.0,180/186
1976,3930549,180/9.48,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1976,3930550,180/24.8,The United States of America as represented by the Secretary of the Army,6,org_qFTCWgGCvruWCv3yoJi7,US,DC,314293,2.0,180/9.28
1976,3930552,180/68.5,FMC Corporation,2,org_sZfqR1QD8KohEf0ljiE1,US,CA,353012,2.0,180/68.5
1976,3930553,180/9.28,The United States of America as represented by the Secretary of the Army,6,org_qFTCWgGCvruWCv3yoJi7,US,DC,314293,3.0,180/9.28
1976,3930554,180/427,Borman & Sons Limited,3,org_2DKpZrRM7xUUEgy8z1ur,EN,,16569,1.0,180/427
1976,3930555,180/269,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,1.0,180/90
1976,3930664,180/90,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/90
1976,3930665,180/90,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JA,,43058,1.0,180/90
1976,3930689,180/190,"Arctic Enterprises, Inc.",2,org_Y4NHX0H6Tv8gUbloawBP,US,MN,428006,1.0,180/193
1976,3931711,180/441,TRW Inc.,2,org_EhZVPc8dlla4vdxwVf27,US,OH,138521,2.0,180/441
1976,3931746,180/89.1,Allis-Chalmers Corporation,2,org_wjfUa8bUZK2lSCUGU8vm,US,WI,404381,1.0,180/89.1
1976,3931861,180/193,"Arctic Enterprises, Inc.",2,org_Y4NHX0H6Tv8gUbloawBP,US,MN,428006,1.0,180/193
1976,3931862,180/190,Bombarider Limited,3,org_w2jjea7cD21rWSyfBwZz,CA,,398009,1.0,180/190
1976,3931863,180/352,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JA,,2267,2.0,180/54.1
1976,3931866,180/268,"Takata Kojyo Co., Ltd.",3,org_OOua2A82VRl35j0amgwy,JA,,289104,1.0,180/268
1976,3931983,180/9.25,"The Raymond Lee Organization, Inc.",12,org_4nVG2fM01F5uUOIhhJAf,US,NY,33742,2.0,180/9.25
1976,3931988,180/90,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DT,,414202,7.0,180/90
1976,3932052,180/20,Inglis Nurseries Inc.,2,org_UV0jxQ0hg3cbyS33jRtT,US,OH,380340,1.0,180/20
